date,store_nbr,station_nbr,item_nbr,units
2012-05-31,28,7,5,8
2012-05-31,28,7,45,37
2012-05-31,29,3,8,15
2012-05-31,29,3,41,20
2012-05-31,29,3,45,50
2012-05-31,30,19,13,1
2012-05-31,30,19,16,21
2012-05-31,30,19,44,133
2012-05-31,31,17,9,56
2012-05-31,31,17,45,87
2012-05-31,31,17,93,3
2012-05-31,32,13,9,35
2012-05-31,32,13,19,2
2012-05-31,32,13,45,37
2012-05-31,32,13,86,1
2012-05-31,32,13,93,2
2012-05-31,33,3,9,99
2012-05-31,33,3,44,192
2012-05-31,33,3,92,1
2012-05-31,34,17,9,41
2012-05-31,34,17,45,92
2012-05-31,34,17,52,2
2012-05-31,34,17,93,1
2012-05-31,36,18,9,72
2012-05-31,36,18,44,153
2012-05-31,37,13,5,32
2012-05-31,37,13,45,44
2012-05-31,38,14,9,41
2012-05-31,38,14,45,67
2012-05-31,38,14,52,1
2012-05-31,38,14,93,1
2012-05-31,39,8,9,2
2012-05-31,39,8,36,8
2012-05-31,40,13,5,61
2012-05-31,40,13,45,41
2012-05-31,40,13,93,3
2012-05-31,41,12,16,18
2012-05-31,41,12,61,1
2012-05-31,41,12,68,39
2012-05-31,41,12,93,4
2012-05-31,42,14,5,40
2012-05-31,42,14,45,67
2012-05-31,43,11,3,1
2012-05-31,43,11,16,20
2012-05-31,43,11,37,14
2012-05-31,44,12,5,27
2012-05-31,44,12,62,1
2012-05-31,44,12,68,35
2012-05-31,44,12,93,7
2012-05-31,45,16,9,2
2012-05-31,45,16,26,6
2012-06-01,1,1,9,15
2012-06-01,1,1,28,4
2012-06-01,1,1,93,58
2012-06-01,2,14,5,107
2012-06-01,2,14,11,2
2012-06-01,2,14,44,163
2012-06-01,2,14,85,2
2012-06-01,2,14,93,37
2012-06-01,3,7,5,74
2012-06-01,3,7,45,110
2012-06-01,3,7,93,20
2012-06-01,4,9,9,131
2012-06-01,4,9,27,7
2012-06-01,4,9,90,1
2012-06-01,5,12,16,24
2012-06-01,5,12,20,4
2012-06-01,5,12,32,1
2012-06-01,5,12,37,16
2012-06-01,5,12,93,26
2012-06-01,6,14,9,90
2012-06-01,6,14,14,1
2012-06-01,6,14,45,123
2012-06-01,7,6,5,90
2012-06-01,7,6,7,1
2012-06-01,7,6,23,21
2012-06-01,7,6,93,8
2012-06-01,8,4,5,22
2012-06-01,8,4,23,7
2012-06-01,8,4,59,2
2012-06-01,8,4,93,5
2012-06-01,9,17,5,87
2012-06-01,9,17,10,2
2012-06-01,9,17,42,7
2012-06-01,9,17,45,122
2012-06-01,9,17,93,2
2012-06-01,10,12,5,17
2012-06-01,10,12,21,1
2012-06-01,10,12,37,8
2012-06-01,10,12,93,4
2012-06-01,11,10,9,44
2012-06-01,11,10,61,1
2012-06-01,11,10,68,50
2012-06-01,12,11,16,33
2012-06-01,12,11,37,4
2012-06-01,12,11,93,4
2012-06-01,13,6,5,71
2012-06-01,13,6,36,131
2012-06-01,14,16,9,2
2012-06-01,14,16,25,22
2012-06-01,14,16,70,3
2012-06-01,14,16,93,7
2012-06-01,15,13,5,79
2012-06-01,15,13,17,1
2012-06-01,15,13,45,134
2012-06-01,15,13,93,17
2012-06-01,16,2,16,40
2012-06-01,16,2,25,210
2012-06-01,16,2,77,1
2012-06-01,16,2,93,19
2012-06-01,17,20,9,230
2012-06-01,17,20,37,60
2012-06-01,17,20,48,230
2012-06-01,18,17,5,10
2012-06-01,18,17,37,7
2012-06-01,19,15,16,23
2012-06-01,19,15,83,10
2012-06-01,19,15,88,2
2012-06-01,19,15,93,19
2012-06-01,20,7,5,168
2012-06-01,20,7,18,1
2012-06-01,20,7,41,61
2012-06-01,20,7,74,4
2012-06-01,20,7,93,40
2012-06-01,21,3,5,37
2012-06-01,21,3,44,139
2012-06-01,22,10,9,61
2012-06-01,22,10,68,56
2012-06-01,22,10,78,5
2012-06-01,22,10,93,10
2012-06-01,23,17,5,33
2012-06-01,23,17,29,1
2012-06-01,23,17,45,33
2012-06-01,23,17,56,3
2012-06-01,24,9,6,22
2012-06-01,24,9,43,65
2012-06-01,24,9,60,2
2012-06-01,25,13,9,110
2012-06-01,25,13,45,120
2012-06-01,25,13,81,20
2012-06-01,25,13,93,6
2012-06-01,26,17,5,135
2012-06-01,26,17,45,81
2012-06-01,27,10,9,18
2012-06-01,27,10,21,1
2012-06-01,27,10,68,63
2012-06-01,27,10,93,4
2012-06-01,28,7,2,2
2012-06-01,28,7,5,94
2012-06-01,28,7,35,1
2012-06-01,28,7,45,98
2012-06-01,29,3,8,57
2012-06-01,29,3,41,37
2012-06-01,29,3,45,113
2012-06-01,29,3,56,1
2012-06-01,30,19,13,4
2012-06-01,30,19,16,53
2012-06-01,30,19,44,238
2012-06-01,31,17,9,52
2012-06-01,31,17,45,103
2012-06-01,31,17,93,5
2012-06-01,32,13,9,19
2012-06-01,32,13,45,72
2012-06-01,32,13,58,1
2012-06-01,32,13,86,3
2012-06-01,32,13,93,16
2012-06-01,33,3,9,183
2012-06-01,33,3,44,330
2012-06-01,33,3,92,3
2012-06-01,33,3,93,4
2012-06-01,34,17,9,51
2012-06-01,34,17,45,179
2012-06-01,34,17,52,1
2012-06-01,34,17,93,1
2012-06-01,35,5,16,21
2012-06-01,35,5,66,9
2012-06-01,35,5,93,5
2012-06-01,36,18,9,92
2012-06-01,36,18,44,105
2012-06-01,37,13,5,54
2012-06-01,37,13,45,79
2012-06-01,38,14,9,128
2012-06-01,38,14,45,193
2012-06-01,38,14,52,1
2012-06-01,38,14,93,20
2012-06-01,39,8,9,8
2012-06-01,39,8,36,13
2012-06-01,40,13,5,35
2012-06-01,40,13,45,67
2012-06-01,40,13,93,5
2012-06-01,41,12,16,32
2012-06-01,41,12,61,1
2012-06-01,41,12,68,43
2012-06-01,41,12,86,1
2012-06-01,41,12,93,29
2012-06-01,42,14,5,95
2012-06-01,42,14,45,112
2012-06-01,42,14,82,2
2012-06-01,43,11,3,1
2012-06-01,43,11,16,90
2012-06-01,43,11,37,22
2012-06-01,43,11,93,3
2012-06-01,44,12,5,44
2012-06-01,44,12,62,1
2012-06-01,44,12,68,63
2012-06-01,44,12,94,2
2012-06-01,45,16,9,9
2012-06-01,45,16,26,10
2012-06-02,1,1,9,19
2012-06-02,1,1,28,5
2012-06-02,2,14,5,132
2012-06-02,2,14,11,4
2012-06-02,2,14,44,172
2012-06-02,3,7,5,91
2012-06-02,3,7,45,117
2012-06-02,4,9,9,110
2012-06-02,4,9,27,11
2012-06-02,4,9,90,2
2012-06-02,4,9,93,1
2012-06-02,5,12,16,25
2012-06-02,5,12,20,2
2012-06-02,5,12,37,17
2012-06-02,6,14,9,41
2012-06-02,6,14,45,69
2012-06-02,7,6,5,120
2012-06-02,7,6,23,22
2012-06-02,7,6,93,5
2012-06-02,8,4,5,22
2012-06-02,8,4,23,9
2012-06-02,8,4,93,2
2012-06-02,9,17,5,52
2012-06-02,9,17,10,4
2012-06-02,9,17,42,11
2012-06-02,9,17,45,102
2012-06-02,10,12,5,117
2012-06-02,10,12,21,2
2012-06-02,10,12,37,18
2012-06-02,11,10,9,41
2012-06-02,11,10,61,1
2012-06-02,11,10,68,75
2012-06-02,12,11,16,44
2012-06-02,12,11,37,16
2012-06-02,13,6,5,79
2012-06-02,13,6,36,130
2012-06-02,13,6,46,1
2012-06-02,13,6,93,6
2012-06-02,14,16,9,41
2012-06-02,14,16,25,27
2012-06-02,14,16,33,1
2012-06-02,14,16,70,1
2012-06-02,14,16,93,10
2012-06-02,15,13,5,190
2012-06-02,15,13,17,1
2012-06-02,15,13,45,144
2012-06-02,15,13,61,4
2012-06-02,15,13,93,5
2012-06-02,16,2,16,73
2012-06-02,16,2,25,255
2012-06-02,16,2,77,7
2012-06-02,16,2,85,8
2012-06-02,16,2,93,27
2012-06-02,17,20,9,291
2012-06-02,17,20,37,61
2012-06-02,17,20,48,255
2012-06-02,18,17,5,12
2012-06-02,18,17,37,10
2012-06-02,18,17,72,1
2012-06-02,19,15,16,38
2012-06-02,19,15,69,1
2012-06-02,19,15,83,19
2012-06-02,19,15,88,5
2012-06-02,19,15,93,14
2012-06-02,20,7,5,68
2012-06-02,20,7,18,1
2012-06-02,20,7,41,35
2012-06-02,20,7,74,3
2012-06-02,20,7,93,2
2012-06-02,21,3,5,88
2012-06-02,21,3,44,95
2012-06-02,22,10,9,77
2012-06-02,22,10,68,84
2012-06-02,22,10,78,6
2012-06-02,22,10,93,30
2012-06-02,23,17,5,37
2012-06-02,23,17,29,1
2012-06-02,23,17,45,44
2012-06-02,23,17,56,4
2012-06-02,24,9,6,37
2012-06-02,24,9,43,76
2012-06-02,24,9,60,2
2012-06-02,25,13,9,113
2012-06-02,25,13,45,132
2012-06-02,25,13,81,23
2012-06-02,25,13,93,8
2012-06-02,26,17,5,66
2012-06-02,26,17,45,41
2012-06-02,27,10,9,32
2012-06-02,27,10,21,1
2012-06-02,27,10,68,55
2012-06-02,27,10,80,1
2012-06-02,27,10,93,7
2012-06-02,28,7,2,3
2012-06-02,28,7,5,14
2012-06-02,28,7,45,67
2012-06-02,29,3,8,29
2012-06-02,29,3,41,32
2012-06-02,29,3,45,95
2012-06-02,30,19,16,66
2012-06-02,30,19,44,247
2012-06-02,31,17,9,81
2012-06-02,31,17,45,90
2012-06-02,31,17,93,1
2012-06-02,32,13,9,56
2012-06-02,32,13,19,1
2012-06-02,32,13,45,61
2012-06-02,32,13,93,14
2012-06-02,33,3,9,134
2012-06-02,33,3,44,255
2012-06-02,33,3,92,3
2012-06-02,33,3,93,1
2012-06-02,34,17,9,81
2012-06-02,34,17,31,2
2012-06-02,34,17,45,136
2012-06-02,34,17,52,1
2012-06-02,35,5,16,40
2012-06-02,35,5,63,8
2012-06-02,35,5,66,9
2012-06-02,35,5,93,21
2012-06-02,36,18,9,76
2012-06-02,36,18,44,129
2012-06-02,37,13,5,47
2012-06-02,37,13,45,85
2012-06-02,37,13,53,1
2012-06-02,38,14,9,67
2012-06-02,38,14,45,126
2012-06-02,38,14,52,3
2012-06-02,38,14,86,1
2012-06-02,39,8,9,16
2012-06-02,39,8,36,15
2012-06-02,40,13,5,91
2012-06-02,40,13,45,110
2012-06-02,40,13,93,7
2012-06-02,41,12,16,29
2012-06-02,41,12,61,9
2012-06-02,41,12,68,61
2012-06-02,42,14,5,43
2012-06-02,42,14,45,78
2012-06-02,42,14,82,1
2012-06-02,43,11,3,2
2012-06-02,43,11,16,78
2012-06-02,43,11,37,18
2012-06-02,43,11,93,1
2012-06-02,44,12,5,43
2012-06-02,44,12,68,83
2012-06-02,44,12,93,6
2012-06-02,44,12,94,2
2012-06-02,45,16,4,1
2012-06-02,45,16,9,10
2012-06-02,45,16,26,9
2012-06-03,1,1,9,13
2012-06-03,1,1,28,7
2012-06-03,2,14,5,190
2012-06-03,2,14,44,150
2012-06-03,3,7,5,91
2012-06-03,3,7,45,121
2012-06-03,4,9,9,149
2012-06-03,4,9,27,14
2012-06-03,4,9,90,1
2012-06-03,4,9,93,5
2012-06-03,5,12,16,12
2012-06-03,5,12,37,19
2012-06-03,5,12,93,3
2012-06-03,6,14,9,96
2012-06-03,6,14,14,2
2012-06-03,6,14,45,77
2012-06-03,7,6,5,105
2012-06-03,7,6,7,4
2012-06-03,7,6,23,36
2012-06-03,8,4,5,92
2012-06-03,8,4,23,23
2012-06-03,8,4,93,1
2012-06-03,9,17,5,86
2012-06-03,9,17,10,1
2012-06-03,9,17,42,9
2012-06-03,9,17,45,36
2012-06-03,9,17,93,8
2012-06-03,10,12,5,95
2012-06-03,10,12,21,1
2012-06-03,10,12,37,5
2012-06-03,10,12,93,2
2012-06-03,11,10,9,54
2012-06-03,11,10,68,76
2012-06-03,11,10,86,1
2012-06-03,12,11,16,50
2012-06-03,12,11,37,32
2012-06-03,13,6,5,102
2012-06-03,13,6,36,178
2012-06-03,13,6,46,4
2012-06-03,13,6,93,1
2012-06-03,14,16,9,19
2012-06-03,14,16,25,13
2012-06-03,14,16,33,1
2012-06-03,14,16,70,1
2012-06-03,15,13,5,127
2012-06-03,15,13,17,2
2012-06-03,15,13,45,182
2012-06-03,16,2,16,48
2012-06-03,16,2,25,228
2012-06-03,16,2,77,5
2012-06-03,16,2,93,3
2012-06-03,17,20,9,334
2012-06-03,17,20,37,13
2012-06-03,17,20,48,293
2012-06-03,17,20,71,2
2012-06-03,18,17,37,7
2012-06-03,18,17,72,1
2012-06-03,19,15,16,32
2012-06-03,19,15,69,2
2012-06-03,19,15,83,17
2012-06-03,19,15,93,6
2012-06-03,20,7,5,147
2012-06-03,20,7,41,51
2012-06-03,20,7,74,3
2012-06-03,20,7,93,3
2012-06-03,21,3,5,46
2012-06-03,21,3,44,121
2012-06-03,21,3,91,1
2012-06-03,22,10,9,80
2012-06-03,22,10,68,48
2012-06-03,22,10,78,6
2012-06-03,22,10,93,33
2012-06-03,23,17,5,29
2012-06-03,23,17,29,2
2012-06-03,23,17,45,54
2012-06-03,24,9,6,63
2012-06-03,24,9,43,60
2012-06-03,25,13,9,86
2012-06-03,25,13,12,2
2012-06-03,25,13,45,135
2012-06-03,25,13,81,15
2012-06-03,25,13,93,3
2012-06-03,26,17,2,6
2012-06-03,26,17,5,143
2012-06-03,26,17,45,39
2012-06-03,27,10,9,19
2012-06-03,27,10,68,75
2012-06-03,27,10,80,1
2012-06-03,28,7,2,8
2012-06-03,28,7,5,34
2012-06-03,28,7,35,2
2012-06-03,28,7,45,55
2012-06-03,29,3,8,52
2012-06-03,29,3,41,33
2012-06-03,29,3,45,114
2012-06-03,29,3,56,1
2012-06-03,30,19,16,83
2012-06-03,30,19,44,343
2012-06-03,30,19,65,4
2012-06-03,31,17,9,79
2012-06-03,31,17,45,98
2012-06-03,31,17,93,1
2012-06-03,32,13,9,33
2012-06-03,32,13,19,1
2012-06-03,32,13,45,69
2012-06-03,32,13,58,1
2012-06-03,32,13,93,14
2012-06-03,33,3,9,213
2012-06-03,33,3,44,252
2012-06-03,33,3,92,3
2012-06-03,33,3,93,2
2012-06-03,34,17,9,41
2012-06-03,34,17,31,1
2012-06-03,34,17,45,119
2012-06-03,34,17,52,2
2012-06-03,35,5,16,18
2012-06-03,35,5,66,21
2012-06-03,35,5,93,1
2012-06-03,36,18,9,67
2012-06-03,36,18,30,1
2012-06-03,36,18,44,100
2012-06-03,37,13,5,102
2012-06-03,37,13,45,103
2012-06-03,38,14,9,92
2012-06-03,38,14,45,190
2012-06-03,38,14,52,2
2012-06-03,39,8,9,2
2012-06-03,39,8,36,19
2012-06-03,40,13,5,89
2012-06-03,40,13,45,99
2012-06-03,40,13,55,1
2012-06-03,40,13,93,11
2012-06-03,41,12,16,30
2012-06-03,41,12,68,61
2012-06-03,41,12,93,3
2012-06-03,42,14,5,125
2012-06-03,42,14,45,100
2012-06-03,43,11,3,3
2012-06-03,43,11,16,115
2012-06-03,43,11,37,19
2012-06-03,43,11,73,2
2012-06-03,44,12,5,65
2012-06-03,44,12,68,80
2012-06-03,45,16,9,10
2012-06-03,45,16,26,11
2012-06-04,1,1,9,21
2012-06-04,1,1,28,6
2012-06-04,2,14,5,48
2012-06-04,2,14,44,126
2012-06-04,3,7,5,43
2012-06-04,3,7,45,68
2012-06-04,3,7,93,3
2012-06-04,4,9,9,153
2012-06-04,4,9,27,10
2012-06-04,4,9,93,7
2012-06-04,5,12,16,36
2012-06-04,5,12,37,8
2012-06-04,5,12,93,9
2012-06-04,6,14,9,110
2012-06-04,6,14,45,56
2012-06-04,7,6,5,83
2012-06-04,7,6,7,2
2012-06-04,7,6,23,23
2012-06-04,8,4,5,37
2012-06-04,8,4,23,12
2012-06-04,8,4,59,1
2012-06-04,9,17,5,50
2012-06-04,9,17,10,2
2012-06-04,9,17,42,10
2012-06-04,9,17,45,52
2012-06-04,9,17,93,2
2012-06-04,10,12,5,77
2012-06-04,10,12,37,18
2012-06-04,10,12,93,9
2012-06-04,11,10,9,31
2012-06-04,11,10,68,46
2012-06-04,12,11,16,39
2012-06-04,12,11,37,13
2012-06-04,12,11,79,2
2012-06-04,12,11,93,3
2012-06-04,13,6,5,80
2012-06-04,13,6,36,109
2012-06-04,13,6,93,2
2012-06-04,14,16,9,45
2012-06-04,14,16,25,2
2012-06-04,14,16,33,1
2012-06-04,15,13,5,90
2012-06-04,15,13,45,132
2012-06-04,15,13,61,4
2012-06-04,16,2,16,52
2012-06-04,16,2,25,199
2012-06-04,16,2,93,6
2012-06-04,17,20,9,223
2012-06-04,17,20,37,77
2012-06-04,17,20,48,163
2012-06-04,17,20,71,1
2012-06-04,18,17,5,18
2012-06-04,18,17,37,9
2012-06-04,18,17,57,3
2012-06-04,19,15,16,18
2012-06-04,19,15,69,1
2012-06-04,19,15,83,6
2012-06-04,19,15,88,1
2012-06-04,19,15,93,9
2012-06-04,20,7,5,170
2012-06-04,20,7,18,1
2012-06-04,20,7,41,30
2012-06-04,20,7,74,2
2012-06-04,21,3,5,18
2012-06-04,21,3,44,74
2012-06-04,22,10,9,56
2012-06-04,22,10,68,43
2012-06-04,22,10,78,4
2012-06-04,22,10,93,18
2012-06-04,23,17,5,28
2012-06-04,23,17,29,2
2012-06-04,23,17,45,32
2012-06-04,24,9,6,92
2012-06-04,24,9,43,65
2012-06-04,24,9,60,1
2012-06-04,24,9,76,2
2012-06-04,25,13,9,120
2012-06-04,25,13,45,92
2012-06-04,25,13,81,18
2012-06-04,25,13,93,1
2012-06-04,26,17,2,3
2012-06-04,26,17,5,60
2012-06-04,26,17,45,59
2012-06-04,27,10,9,28
2012-06-04,27,10,21,3
2012-06-04,27,10,68,47
2012-06-04,27,10,80,2
2012-06-04,28,7,2,2
2012-06-04,28,7,5,52
2012-06-04,28,7,45,73
2012-06-04,29,3,8,32
2012-06-04,29,3,41,27
2012-06-04,29,3,45,89
2012-06-04,30,19,13,2
2012-06-04,30,19,16,54
2012-06-04,30,19,44,248
2012-06-04,30,19,65,1
2012-06-04,31,17,9,63
2012-06-04,31,17,45,76
2012-06-04,31,17,93,3
2012-06-04,32,13,9,65
2012-06-04,32,13,19,1
2012-06-04,32,13,45,58
2012-06-04,32,13,58,1
2012-06-04,32,13,93,16
2012-06-04,33,3,9,92
2012-06-04,33,3,44,152
2012-06-04,33,3,92,1
2012-06-04,33,3,93,2
2012-06-04,34,17,9,58
2012-06-04,34,17,31,2
2012-06-04,34,17,45,100
2012-06-04,34,17,52,2
2012-06-04,35,5,16,33
2012-06-04,35,5,63,2
2012-06-04,35,5,66,12
2012-06-04,36,18,9,38
2012-06-04,36,18,30,1
2012-06-04,36,18,44,73
2012-06-04,37,13,5,72
2012-06-04,37,13,45,51
2012-06-04,38,14,9,66
2012-06-04,38,14,45,111
2012-06-04,38,14,93,2
2012-06-04,39,8,9,15
2012-06-04,39,8,36,10
2012-06-04,40,13,5,84
2012-06-04,40,13,45,59
2012-06-04,41,12,16,34
2012-06-04,41,12,68,53
2012-06-04,41,12,93,2
2012-06-04,42,14,5,24
2012-06-04,42,14,45,82
2012-06-04,43,11,3,2
2012-06-04,43,11,16,72
2012-06-04,43,11,37,13
2012-06-04,43,11,93,1
2012-06-04,44,12,5,34
2012-06-04,44,12,68,67
2012-06-04,44,12,93,7
2012-06-04,44,12,94,1
2012-06-04,45,16,4,3
2012-06-04,45,16,9,16
2012-06-04,45,16,26,4
2012-06-05,1,1,9,26
2012-06-05,1,1,93,2
2012-06-05,2,14,5,90
2012-06-05,2,14,11,1
2012-06-05,2,14,44,183
2012-06-05,3,7,5,100
2012-06-05,3,7,45,97
2012-06-05,3,7,93,5
2012-06-05,4,9,9,92
2012-06-05,4,9,27,4
2012-06-05,4,9,90,1
2012-06-05,5,12,16,11
2012-06-05,5,12,20,1
2012-06-05,5,12,37,9
2012-06-05,5,12,93,1
2012-06-05,6,14,9,118
2012-06-05,6,14,14,1
2012-06-05,6,14,45,52
2012-06-05,7,6,5,63
2012-06-05,7,6,7,1
2012-06-05,7,6,23,13
2012-06-05,8,4,5,32
2012-06-05,8,4,23,13
2012-06-05,8,4,84,1
2012-06-05,9,17,5,91
2012-06-05,9,17,10,2
2012-06-05,9,17,42,5
2012-06-05,9,17,45,73
2012-06-05,9,17,93,4
2012-06-05,10,12,5,96
2012-06-05,10,12,21,2
2012-06-05,10,12,37,12
2012-06-05,11,10,9,12
2012-06-05,11,10,68,31
2012-06-05,11,10,86,2
2012-06-05,12,11,16,26
2012-06-05,12,11,37,9
2012-06-05,12,11,93,4
2012-06-05,13,6,5,98
2012-06-05,13,6,36,104
2012-06-05,13,6,46,2
2012-06-05,13,6,93,3
2012-06-05,14,16,9,30
2012-06-05,14,16,25,22
2012-06-05,14,16,33,1
2012-06-05,14,16,70,2
2012-06-05,14,16,93,2
2012-06-05,15,13,5,136
2012-06-05,15,13,17,1
2012-06-05,15,13,45,119
2012-06-05,15,13,61,7
2012-06-05,15,13,86,2
2012-06-05,15,13,93,3
2012-06-05,16,2,16,45
2012-06-05,16,2,25,176
2012-06-05,16,2,93,3
2012-06-05,17,20,9,322
2012-06-05,17,20,37,74
2012-06-05,17,20,48,198
2012-06-05,17,20,71,1
2012-06-05,18,17,5,10
2012-06-05,18,17,37,15
2012-06-05,18,17,72,2
2012-06-05,19,15,16,63
2012-06-05,19,15,69,3
2012-06-05,19,15,83,17
2012-06-05,19,15,88,1
2012-06-05,19,15,93,6
2012-06-05,20,7,5,117
2012-06-05,20,7,41,38
2012-06-05,20,7,74,3
2012-06-05,20,7,93,1
2012-06-05,21,3,5,78
2012-06-05,21,3,44,118
2012-06-05,22,10,9,117
2012-06-05,22,10,68,50
2012-06-05,22,10,78,2
2012-06-05,22,10,93,60
2012-06-05,23,17,5,36
2012-06-05,23,17,29,1
2012-06-05,23,17,45,34
2012-06-05,23,17,56,3
2012-06-05,24,9,6,36
2012-06-05,24,9,43,50
2012-06-05,24,9,60,2
2012-06-05,25,13,9,111
2012-06-05,25,13,45,92
2012-06-05,25,13,81,16
2012-06-05,25,13,93,10
2012-06-05,26,17,2,9
2012-06-05,26,17,5,151
2012-06-05,26,17,45,50
2012-06-05,27,10,9,15
2012-06-05,27,10,21,1
2012-06-05,27,10,68,45
2012-06-05,27,10,93,14
2012-06-05,28,7,2,2
2012-06-05,28,7,5,52
2012-06-05,28,7,35,1
2012-06-05,28,7,45,83
2012-06-05,29,3,8,90
2012-06-05,29,3,41,37
2012-06-05,29,3,45,113
2012-06-05,29,3,56,2
2012-06-05,30,19,13,1
2012-06-05,30,19,16,56
2012-06-05,30,19,44,276
2012-06-05,31,17,9,68
2012-06-05,31,17,45,81
2012-06-05,31,17,93,4
2012-06-05,32,13,9,57
2012-06-05,32,13,19,2
2012-06-05,32,13,45,58
2012-06-05,32,13,58,4
2012-06-05,32,13,93,4
2012-06-05,33,3,9,286
2012-06-05,33,3,44,344
2012-06-05,33,3,92,5
2012-06-05,34,17,9,61
2012-06-05,34,17,45,190
2012-06-05,34,17,52,1
2012-06-05,35,5,16,41
2012-06-05,35,5,63,1
2012-06-05,35,5,66,9
2012-06-05,36,18,1,2
2012-06-05,36,18,9,73
2012-06-05,36,18,30,2
2012-06-05,36,18,44,90
2012-06-05,37,13,5,48
2012-06-05,37,13,45,53
2012-06-05,38,14,9,196
2012-06-05,38,14,45,121
2012-06-05,39,8,9,3
2012-06-05,39,8,36,17
2012-06-05,40,13,5,33
2012-06-05,40,13,45,53
2012-06-05,41,12,16,30
2012-06-05,41,12,61,4
2012-06-05,41,12,68,50
2012-06-05,41,12,93,8
2012-06-05,42,14,5,187
2012-06-05,42,14,45,80
2012-06-05,42,14,82,1
2012-06-05,43,11,3,5
2012-06-05,43,11,16,63
2012-06-05,43,11,37,10
2012-06-05,44,12,5,33
2012-06-05,44,12,68,46
2012-06-05,44,12,93,5
2012-06-05,44,12,94,1
2012-06-05,45,16,9,20
2012-06-05,45,16,26,7
2012-06-06,1,1,9,25
2012-06-06,1,1,28,3
2012-06-06,1,1,93,5
2012-06-06,2,14,5,35
2012-06-06,2,14,44,128
2012-06-06,2,14,85,1
2012-06-06,3,7,5,94
2012-06-06,3,7,45,68
2012-06-06,3,7,93,6
2012-06-06,4,9,9,109
2012-06-06,4,9,27,6
2012-06-06,4,9,90,4
2012-06-06,5,12,16,24
2012-06-06,5,12,20,1
2012-06-06,5,12,32,1
2012-06-06,5,12,37,14
2012-06-06,5,12,93,19
2012-06-06,6,14,9,45
2012-06-06,6,14,45,65
2012-06-06,7,6,5,62
2012-06-06,7,6,23,17
2012-06-06,8,4,5,41
2012-06-06,8,4,23,7
2012-06-06,8,4,59,2
2012-06-06,9,17,5,36
2012-06-06,9,17,42,6
2012-06-06,9,17,45,69
2012-06-06,9,17,93,6
2012-06-06,10,12,5,18
2012-06-06,10,12,37,9
2012-06-06,10,12,86,3
2012-06-06,10,12,93,5
2012-06-06,11,10,9,32
2012-06-06,11,10,68,29
2012-06-06,11,10,86,1
2012-06-06,12,11,16,31
2012-06-06,12,11,37,7
2012-06-06,12,11,79,3
2012-06-06,12,11,93,3
2012-06-06,13,6,5,71
2012-06-06,13,6,36,127
2012-06-06,13,6,46,1
2012-06-06,14,16,9,17
2012-06-06,14,16,25,8
2012-06-06,14,16,70,1
2012-06-06,14,16,93,13
2012-06-06,15,13,5,64
2012-06-06,15,13,17,1
2012-06-06,15,13,45,118
2012-06-06,15,13,86,1
2012-06-06,16,2,16,33
2012-06-06,16,2,25,157
2012-06-06,16,2,93,2
2012-06-06,17,20,9,345
2012-06-06,17,20,37,26
2012-06-06,17,20,48,204
2012-06-06,18,17,5,44
2012-06-06,18,17,37,6
2012-06-06,18,17,72,2
2012-06-06,19,15,16,28
2012-06-06,19,15,69,1
2012-06-06,19,15,83,6
2012-06-06,19,15,88,1
2012-06-06,19,15,93,10
2012-06-06,20,7,5,112
2012-06-06,20,7,41,21
2012-06-06,20,7,74,3
2012-06-06,20,7,93,44
2012-06-06,21,3,5,82
2012-06-06,21,3,44,89
2012-06-06,22,10,9,34
2012-06-06,22,10,68,42
2012-06-06,22,10,78,1
2012-06-06,22,10,93,61
2012-06-06,23,17,5,11
2012-06-06,23,17,45,29
2012-06-06,24,9,6,57
2012-06-06,24,9,43,52
2012-06-06,24,9,60,1
2012-06-06,25,13,9,124
2012-06-06,25,13,45,89
2012-06-06,25,13,81,19
2012-06-06,25,13,93,6
2012-06-06,26,17,2,2
2012-06-06,26,17,5,109
2012-06-06,26,17,45,39
2012-06-06,27,10,9,34
2012-06-06,27,10,68,54
2012-06-06,27,10,93,6
2012-06-06,28,7,2,5
2012-06-06,28,7,5,72
2012-06-06,28,7,35,2
2012-06-06,28,7,45,55
2012-06-06,29,3,8,39
2012-06-06,29,3,41,36
2012-06-06,29,3,45,56
2012-06-06,30,19,13,4
2012-06-06,30,19,16,69
2012-06-06,30,19,44,207
2012-06-06,31,17,9,65
2012-06-06,31,17,45,87
2012-06-06,31,17,93,4
2012-06-06,32,13,9,39
2012-06-06,32,13,45,30
2012-06-06,32,13,58,9
2012-06-06,32,13,93,5
2012-06-06,33,3,9,102
2012-06-06,33,3,44,151
2012-06-06,33,3,92,3
2012-06-06,34,17,9,50
2012-06-06,34,17,31,2
2012-06-06,34,17,45,98
2012-06-06,34,17,52,1
2012-06-06,35,5,16,25
2012-06-06,35,5,66,5
2012-06-06,35,5,93,5
2012-06-06,36,18,9,65
2012-06-06,36,18,30,1
2012-06-06,36,18,44,61
2012-06-06,37,13,5,44
2012-06-06,37,13,45,44
2012-06-06,38,14,9,67
2012-06-06,38,14,45,80
2012-06-06,38,14,52,1
2012-06-06,39,8,9,10
2012-06-06,39,8,36,17
2012-06-06,40,13,5,41
2012-06-06,40,13,45,55
2012-06-06,41,12,16,39
2012-06-06,41,12,68,48
2012-06-06,41,12,86,1
